lambda,tau,P_end,gamma,N,nruns,M,source_priority,is_window,variant,source
0.001,0.994012697,0.0,2.5,10000,5000,53533,0,False,coarse,part2_N10000_g2.5.dat
0.004292,1.01532445,0.0,2.5,10000,5000,53533,0,False,coarse,part2_N10000_g2.5.dat
0.005,0.993056745,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0055,1.02845727,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.006,1.02414916,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0065,0.981804936,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.007,1.00900448,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0075,1.04471086,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.008,1.01069186,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0085,1.01998092,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.009,1.03310972,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0095,1.0548953,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.01,1.04005403,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0105,1.04375603,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.011,1.0486433,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0115,1.0883824,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.012,1.05733114,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0125,1.06488067,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.013,1.05339379,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0135,1.09654069,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.014,1.08368328,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0145,1.11072195,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.015,1.10843043,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0155,1.14202336,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.016,1.15793814,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0165,1.22139219,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.017,1.20844633,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0175,1.18838194,0.0,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.018,1.24998196,0.0004,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0185,1.23436944,0.0024,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.019,1.28427883,0.0028,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0195,1.1752222,0.0052,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.02,1.11338816,0.0066,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0205,1.1168939,0.0102,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.021,1.06616044,0.0086,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0215,1.06362562,0.0108,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.022,1.06609329,0.0138,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0225,1.06195793,0.0102,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.023,1.097133,0.011,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0235,1.05397136,0.014,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.024,1.07198232,0.0138,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0245,1.05026633,0.0158,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.025,1.06430826,0.0128,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0255,1.04153599,0.0164,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.026,1.03626998,0.0154,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0265,1.04643393,0.0148,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.027,1.03393532,0.0196,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0275,1.06590374,0.0204,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.028,1.06393125,0.0158,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0285,1.0460831,0.0214,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.029,1.04058044,0.0226,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0295,1.04590823,0.0246,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.03,1.06292032,0.0244,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0305,1.03043497,0.0242,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.031,1.00677516,0.0246,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0315,1.026297,0.0246,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.032,1.05812957,0.0244,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0325,1.01623064,0.0252,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.033,1.05836928,0.027,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0335,1.04557415,0.032,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.034,1.04169946,0.025,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.0345,1.05828459,0.0318,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.035,1.02738751,0.0292,2.5,10000,5000,53679,1,True,_window,part2_N10000_g2.5_window.dat
0.037208,1.05460032,0.0284,2.5,10000,5000,53533,0,False,coarse,part2_N10000_g2.5.dat
0.0405,1.04838742,0.032,2.5,10000,5000,53533,0,False,coarse,part2_N10000_g2.5.dat
0.043792,1.03720233,0.0366,2.5,10000,5000,53533,0,False,coarse,part2_N10000_g2.5.dat
0.047083,1.0465138,0.0488,2.5,10000,5000,53533,0,False,coarse,part2_N10000_g2.5.dat
0.050375,1.05252331,0.0524,2.5,10000,5000,53533,0,False,coarse,part2_N10000_g2.5.dat
0.053667,1.02047149,0.0558,2.5,10000,5000,53533,0,False,coarse,part2_N10000_g2.5.dat
0.056958,1.01741004,0.06,2.5,10000,5000,53533,0,False,coarse,part2_N10000_g2.5.dat
0.06025,1.02714841,0.0798,2.5,10000,5000,53533,0,False,coarse,part2_N10000_g2.5.dat
0.063542,1.01450115,0.0766,2.5,10000,5000,53533,0,False,coarse,part2_N10000_g2.5.dat
0.066833,1.00172776,0.086,2.5,10000,5000,53533,0,False,coarse,part2_N10000_g2.5.dat
0.070125,1.0115269,0.1038,2.5,10000,5000,53533,0,False,coarse,part2_N10000_g2.5.dat
0.073417,0.969136482,0.0972,2.5,10000,5000,53533,0,False,coarse,part2_N10000_g2.5.dat
0.076708,0.971991298,0.1126,2.5,10000,5000,53533,0,False,coarse,part2_N10000_g2.5.dat
0.08,0.947414765,0.1084,2.5,10000,5000,53533,0,False,coarse,part2_N10000_g2.5.dat
0.001,1.01766451,0.0,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.004,1.01361999,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0045,1.01996084,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.005,0.978470012,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0055,1.014837,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.006,1.04059483,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0065,1.04142579,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.007,1.01701455,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0075,1.02480699,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.008,1.03139397,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0085,1.02910004,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.009,1.02618072,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0095,1.01976055,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.01,1.05844017,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0105,1.02095272,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.011,1.05528614,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0115,1.03450423,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.012,1.02500231,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0125,1.0489475,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.013,1.05672811,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0135,1.10236012,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.014,1.05749867,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0145,1.07667854,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.015,1.1616118,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0155,1.14569337,0.0,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.016,1.21304583,0.0002,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0165,1.1670151,0.0004,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.017,1.13211152,0.0012,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0175,1.04341214,0.0034,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.018,1.03569805,0.0034,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0185,1.09815251,0.003,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.019,1.07989612,0.0054,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0195,1.06050507,0.0072,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.02,1.07286727,0.0052,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0205,1.06270655,0.0056,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.021,1.0690205,0.008,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0215,1.02560647,0.0058,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.022,1.04211722,0.0086,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0225,1.06012398,0.0088,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.023,1.04319615,0.007,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0235,1.05648974,0.0106,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.024,1.08201658,0.012,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.0245,1.03747608,0.0088,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.025,1.07408028,0.0134,2.5,30000,5000,164567,1,True,_window,part2_N30000_g2.5_window.dat
0.027333,1.0680155,0.0186,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.030625,1.04014962,0.0238,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.033917,1.0491289,0.0282,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.037208,1.03067707,0.038,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.0405,1.01212013,0.044,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.043792,1.01543145,0.0454,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.047083,0.998240199,0.0528,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.050375,1.02549639,0.0666,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.053667,0.986648166,0.0698,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.056958,0.986520351,0.0732,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.06025,0.967076122,0.0778,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.063542,0.987410896,0.082,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.066833,1.01137898,0.0918,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.070125,0.9805599,0.1036,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.073417,0.994339463,0.1064,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.076708,0.948840899,0.1088,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.08,0.960509615,0.1176,2.5,30000,5000,167810,0,False,coarse,part2_N30000_g2.5.dat
0.001,0.98815607,0.0,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.003,0.987309821,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0035,1.00752231,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.004,1.04654362,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0045,1.00099705,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.005,1.03832414,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0055,1.03142974,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.006,0.996182657,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0065,1.01334409,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.007,1.02322672,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0075,1.03417371,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.008,1.06859047,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0085,1.02513619,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.009,1.05632474,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0095,1.06527404,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.01,1.04243049,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0105,1.05604837,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.011,1.05394128,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0115,1.05935055,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.012,1.06824607,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0125,1.10718429,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.013,1.25061418,0.0,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0135,1.171852,0.0004,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.014,1.08453316,0.0026,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0145,1.04979641,0.0032,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.015,1.03308094,0.0038,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0155,1.02388517,0.0048,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.016,1.04924277,0.0066,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0165,1.05188847,0.0054,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.017,1.00845924,0.005,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0175,1.04264816,0.0058,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.018,1.05233238,0.0052,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0185,1.0301541,0.0068,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.019,1.03677014,0.0106,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.0195,1.04416614,0.0088,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.02,1.04358441,0.0086,2.5,50000,5000,277502,1,True,_window,part2_N50000_g2.5_window.dat
0.02075,1.05329275,0.0102,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.024042,1.03206884,0.0166,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.027333,1.03737118,0.0196,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.030625,1.04342626,0.0212,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.033917,1.05606002,0.0276,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.037208,1.05576939,0.0336,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.0405,1.0500474,0.0416,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.043792,1.02840713,0.0476,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.047083,1.0091889,0.0536,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.050375,1.01248121,0.062,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.053667,1.02458687,0.0638,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.056958,1.01081723,0.07,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.06025,0.975515915,0.0776,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.063542,0.99009574,0.0862,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.066833,0.993739189,0.0912,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.070125,0.977968756,0.1036,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.073417,0.952885633,0.108,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.076708,0.965063787,0.1178,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.08,0.96937752,0.118,2.5,50000,5000,280398,0,False,coarse,part2_N50000_g2.5.dat
0.001,0.993984756,0.0,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.004,1.00669268,0.0,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0045,0.988010424,0.0,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.005,1.04450643,0.0,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0055,1.03312334,0.0,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.006,1.0064695,0.0,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0065,0.999740549,0.0,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.007,0.993848843,0.0,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0075,1.01351954,0.0,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.008,1.05705366,0.0,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0085,1.08817261,0.0,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.009,1.06180348,0.0,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0095,1.03601777,0.0,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.01,1.04712722,0.0,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0105,1.1322074,0.0,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.011,1.05633991,0.0,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0115,1.16664687,0.0004,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.012,1.19581869,0.0014,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0125,0.99354955,0.0014,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.013,1.01397707,0.003,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0135,1.04665107,0.003,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.014,1.06311657,0.0018,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0145,1.08235919,0.0022,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.015,1.03461069,0.0048,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0155,1.02025005,0.0058,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.016,1.06030896,0.005,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0165,1.06476328,0.0072,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.017,1.04278414,0.0036,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0175,1.07466727,0.006,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.018,1.04939151,0.0086,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0185,1.0581981,0.0082,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.019,1.06348834,0.008,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0195,1.06279279,0.0066,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.02,1.05027016,0.0086,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0205,1.07640592,0.0104,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.021,1.05402179,0.011,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0215,1.06431332,0.0114,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.022,1.0660686,0.0136,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0225,1.04864834,0.0158,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.023,1.06163903,0.011,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0235,1.05820221,0.0102,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.024,1.02922612,0.014,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.0245,1.03930598,0.0154,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.025,1.04360355,0.014,2.5,100000,5000,554964,1,True,_window,part2_N100000_g2.5_window.dat
0.027333,1.06957324,0.0178,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.030625,1.06566487,0.0222,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.033917,1.03975226,0.0282,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.037208,1.04418719,0.0292,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.0405,1.03933339,0.0398,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.043792,1.02432704,0.0404,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.047083,1.04663532,0.0546,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.050375,1.01315843,0.0604,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.053667,0.99957425,0.0598,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.056958,1.03742538,0.0658,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.06025,1.01884824,0.076,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.063542,1.0197833,0.0844,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.066833,1.00025387,0.0902,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.070125,0.967362047,0.0936,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.073417,0.972420953,0.092,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.076708,0.980222902,0.1096,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.08,0.989298163,0.1152,2.5,100000,5000,552302,0,False,coarse,part2_N100000_g2.5.dat
0.001,1.0007529,0.0,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.003,1.00106135,0.0,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.0035,1.00677309,0.0,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.004,1.01174223,0.0,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.0045,1.00289888,0.0,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.005,1.00264794,0.0,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.0055,0.990440965,0.0,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.006,1.00061175,0.0,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.0065,1.02822441,0.0,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.007,1.03363527,0.0,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.0075,1.13292027,0.0,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.008,1.03572262,0.0004,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.0085,1.00882809,0.0004,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.009,1.02062809,0.0014,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.0095,1.02599028,0.002,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
